global_step,value
18150,0.3587131776073319
18200,0.3526012687269653
18250,0.34409995529061704
18300,0.33632075752608614
18350,0.33186046964978183
18400,0.32806509616729274
18450,0.3349015913589281
18500,0.3394018617909817
18550,0.3420263187014326
18600,0.3453283527663609
18650,0.3517906851280429
18700,0.35523750087164074
18750,0.3602105258280587
18800,0.35802989953665576
18850,0.352893104559823
18900,0.3519838493318318
18950,0.3433281568652402
19000,0.3369552990219782
19050,0.3302365340708793
19100,0.3248657573673353
19150,0.32073206949896854
19200,0.3169594660240201
19250,0.3113502427228191
19300,0.3070526805866781
19350,0.3035722965573442
19400,0.299803431729477
19450,0.2966491101430031
19500,0.29412955463585294
19550,0.2926435769040603
19600,0.2971143480588573
19650,0.29595728065591437
19700,0.30429006662311864
19750,0.30844141329196273
19800,0.3098410926273646
19850,0.3113435879959963
19900,0.31257870859619646
19950,0.31245702316638657
20000,0.3173028720080672
20050,0.32942977840766385
20100,0.32524213948728065
20150,0.3215311325129166
20200,0.3173908758872708
20250,0.3170216820929072
20300,0.31466029798826184
20350,0.31273168308884874
20400,0.3084824489344063
20450,0.305946976487686
20500,0.3031093276633017
20550,0.2968799112801366
20600,0.2968900157161297
20650,0.2961016649303232
20700,0.298323431683807
20750,0.29944296009961663
20800,0.30545606209463577
20850,0.30757565898990397
20900,0.30739162604040876
20950,0.31043559473838833
21000,0.3098545150014689
21050,0.3110449392513954
21100,0.31143724228882563
21150,0.30909048017438434
21200,0.30413025616566514
21250,0.3025861433573819
21300,0.29862743618951276
21350,0.3034778143800371
21400,0.30490077366103524
21450,0.3046704849779835
21500,0.3053270107290843
21550,0.30781501019263
21600,0.3114093096829985
21650,0.3170392441988486
21700,0.31400178198890616
21750,0.31164344288946083
21800,0.30954192074498776
21850,0.31047407470773836
21900,0.3065499709723514
21950,0.30420317242373385
22000,0.3006615138025472
22050,0.3211643881124198
22100,0.3349318687067988
22150,0.34424022527145887
22200,0.3521200140078859
22250,0.35477331330749157
22300,0.355150447642117
22350,0.35683312526001115
22400,0.3544506689970106
22450,0.3526734355471601
22500,0.35068956376980204
22550,0.3496785355813119
22600,0.3488302588022463
22650,0.34856694586213394
22700,0.34808299856902725
22750,0.3436793486405759
22800,0.3451099312085471
22850,0.34525788464811974
22900,0.3437115404157137
22950,0.339339513394928
23000,0.3375423377251816
23050,0.33578892083892253
23100,0.33356492479697636
23150,0.3299781785571275
23200,0.32673136962927113
23250,0.32342300114780753
23300,0.3189465010904171
23350,0.31446892603589627
23400,0.3126199297341014
23450,0.3083113832473963
23500,0.3050549140850265
23550,0.3026132683807752
23600,0.3011053049617364
23650,0.3015972897136496
23700,0.3037212252279671
23750,0.3007746139665687
23800,0.3030714332682402
23850,0.3033291616048282
23900,0.30615180352458676
23950,0.3117621133483574
24000,0.31370335768093954
24050,0.3167196897968925
24100,0.3185937053070479
24150,0.31817142004169546
24200,0.31691159903961064
24250,0.3147940690876301
24300,0.31212371563324853
24350,0.30714707985158607
24400,0.30225197585900676
24450,0.2987319770660564
24500,0.29144992821275356
24550,0.28362288180211587
24600,0.2764511377120101
24650,0.27278818082640954
24700,0.27211207178508906
24750,0.27228961819583464
24800,0.2802102372860429
24850,0.28410237542174077
24900,0.2860943066506537
24950,0.28973044131812103
25000,0.291552319252215
25050,0.2970248532896042
25100,0.29783501062512396
25150,0.30424116009386776
25200,0.3103828520891744
25250,0.30949395948471564
25300,0.30801191151047985
25350,0.30877356593495586
25400,0.30988043763820805
25450,0.30739616575629763
25500,0.30629535746848274
25550,0.3044451395950586
25600,0.3012358326153057
25650,0.2966346909845404
25700,0.2951733064353133
25750,0.2944148911135476
25800,0.29272959655787023
25850,0.2931547167299767
25900,0.29070838089347784
25950,0.2923909118488039
26000,0.29146211625636365
26050,0.2902842604435455
26100,0.2934431474213682
26150,0.29363469005029974
26200,0.29010085554778475
26250,0.2890523127703955
26300,0.2894445971318757
26350,0.2893624172752819
26400,0.2902443964115178
26450,0.2973857765909419
26500,0.2994231377613948
26550,0.298886030873325
26600,0.3001722293296587
26650,0.29738996786317573
26700,0.2968648694700169
26750,0.292261725996516
26800,0.2904368396966902
26850,0.2896020977118557
26900,0.2900531428262629
26950,0.29012028568494974
27000,0.2893853214007022
27050,0.2947546553306671
27100,0.30239222256413373
27150,0.304767611435927
27200,0.31063598086413063
27250,0.3088572818209241
27300,0.3126124677298779
27350,0.313913944343384
27400,0.31491294712621476
27450,0.31123469976990403
27500,0.3070088647814088
27550,0.30501177154233833
27600,0.30265433296522143
27650,0.2973724163169603
27700,0.29285049550111225
27750,0.2866445207260566
27800,0.2840652946897538
27850,0.2809357799552661
27900,0.2796491909575028
27950,0.29294138140962767
28000,0.3008445123391463
28050,0.2997376867221889
28100,0.2964241523860795
28150,0.2979331447667755
28200,0.29686198752843673
28250,0.2954662381520149
28300,0.2991539762444141
28350,0.3012335274321934
28400,0.3014515010605837
28450,0.3005867260075545
28500,0.29948378970717676
28550,0.29761715022181795
28600,0.300410992710727
28650,0.2971360930751907
28700,0.2924051384214311
28750,0.2921894315003596
28800,0.2901918599253416
28850,0.2889335669290745
28900,0.29072273858262077
28950,0.2897184016534897
29000,0.30443148157081523
29050,0.3166957574922744
29100,0.3291781196176607
29150,0.33886296363677765
29200,0.34417946545493877
29250,0.35493054218219183
29300,0.3625697150730822
29350,0.3804045793194281
29400,0.3951179003534567
29450,0.40668590533578386
29500,0.41505931006899466
29550,0.41837899456554495
29600,0.41997604483726764
29650,0.4223289425954042
29700,0.412723245465634
29750,0.40455423319235223
29800,0.3926428215327346
29850,0.38234838045609787
29900,0.375582861433293
29950,0.36903711836162834
30000,0.3642045124435469
30050,0.35836988682136955
30100,0.35690334248030103
30150,0.35468257535628595
30200,0.35159564658847164
30250,0.34851546425904806
30300,0.34519654104609565
30350,0.3417820139937909
30400,0.3386063632941013
30450,0.3351152451293962
30500,0.33123158287292637
30550,0.3263537037292801
30600,0.33168576854281606
30650,0.3283078301156752
30700,0.32431578860989146
30750,0.3204420991793969
30800,0.316254694220427
30850,0.3110177595094057
30900,0.3075974715339354
30950,0.3076633979572386
31000,0.3060226780593767
31050,0.3037719441564079
31100,0.3044184969485875
31150,0.30436392210115815
31200,0.3028308759961002
31250,0.29963283219629516
31300,0.2968581405864804
31350,0.29391363355715633
31400,0.2930670518792985
31450,0.29092659928533354
31500,0.30627816932106683
31550,0.31208436085501345
31600,0.31577264281226275
31650,0.3185928106716496
31700,0.3180441701380671
31750,0.3185685616311637
31800,0.31403053354960553
31850,0.3093291568721252
31900,0.30448564902851893
31950,0.30147871657709296
32000,0.31004718074823834
32050,0.3163807717108264
32100,0.31816663312528504
32150,0.32049870146902076
32200,0.32525681639556975
32250,0.3292997755757912
32300,0.3310535367970016
32350,0.3298601599571515
32400,0.3292400019592939
32450,0.3292254518613292
32500,0.3303231792682627
32550,0.3285441203048496
32600,0.33029901428960706
32650,0.3317008635751267
32700,0.32876547039637033
32750,0.3239936468765518
32800,0.3184181645327242
32850,0.314052306306088
32900,0.30889994099078355
32950,0.3026731439412444
33000,0.2973347867441822
33050,0.29069219740697305
33100,0.2877881375366244
33150,0.2836030306597932
33200,0.2829024791268035
33250,0.2805772051704633
33300,0.2877063949119401
33350,0.29437397516634306
33400,0.2993376764080259
33450,0.3042203425876246
33500,0.30914647545824336
33550,0.3129749516853312
33600,0.31605490410106457
33650,0.3179690088960113
33700,0.31918760845121075
33750,0.31593772802865017
33800,0.31092854162721767
33850,0.30606491454585677
33900,0.3015431688185639
33950,0.2948807603776357
34000,0.2893083223587539
34050,0.2858945562408162
34100,0.2792548784287754
34150,0.2782014845073366
34200,0.27938471028196976
34250,0.27833182476787127
34300,0.2828698335294777
34350,0.2854955918530038
34400,0.2866604122603536
34450,0.2885433416473359
34500,0.2889397745649691
34550,0.28921998583672065
34600,0.2865698365448846
34650,0.2867822947176404
34700,0.2850177299817584
34750,0.28661649348267043
34800,0.28512646880853687
34850,0.28188564536811
34900,0.2780646130997045
34950,0.27276773244471925
35000,0.2674165958224833
35050,0.2650008160313591
35100,0.25915517522979115
35150,0.2579177164683016
35200,0.2574268806448865
35250,0.2692969866126422
35300,0.26980283728201004
35350,0.26903129541790954
35400,0.2662556306470141
35450,0.2678302991146634
35500,0.2660444841589302
35550,0.29472025995098367
35600,0.3168483969534345
35650,0.3320137271057627
35700,0.3469237907504745
35750,0.35984610121295074
35800,0.3665303961523032
35850,0.37383467634468803
35900,0.3757516925274536
35950,0.3777967079010809
36000,0.37414857250602684
36050,0.36933839388072554
36100,0.36690112418668924
36150,0.3641724179773548
36200,0.364274147078487
36250,0.3651718897245626
36300,0.36402084523833445
36350,0.3613083529764177
36400,0.3602677353275968
36450,0.36219034856121696
36500,0.36311853113315606
36550,0.36276985457649824
36600,0.3594464118476733
36650,0.3571768912552896
36700,0.35141234669252513
36750,0.34837082935789887
36800,0.3454347878900039
36850,0.3418391984955037
36900,0.3381291885707285
36950,0.33802892914219207
37000,0.33516938268508245
37050,0.3283385635508283
37100,0.32209958537328687
37150,0.3166087561046225
37200,0.3106936182993914
37250,0.30732893738442185
37300,0.30406309051520075
37350,0.3006902859894407
37400,0.2993921716899686
37450,0.3004720131054702
37500,0.3002759124501967
37550,0.3063305168276868
37600,0.30927869098630245
37650,0.31498315643698727
37700,0.3184723486151379
37750,0.32036223118438095
37800,0.3223198196251619
37850,0.32209052864390375
37900,0.3163305522117086
37950,0.3121867246011231
38000,0.307023788371067
38050,0.31124429895251365
38100,0.3107408840048879
38150,0.3086342398046435
38200,0.3068292278144113
38250,0.3063513664236907
38300,0.30571694810250616
38350,0.30645955069738084
38400,0.30683512316251177
38450,0.30625656700438614
38500,0.30577868865416685
38550,0.3062012542214585
38600,0.30643824151038557
38650,0.30575137943486624
38700,0.3091919604631229
38750,0.31158361243996674
38800,0.31335778181796836
38850,0.3159298927270699
38900,0.31548854809071636
38950,0.31279657068618055
39000,0.3120555921518715
39050,0.3092089125442779
39100,0.306994766917064
39150,0.30505047857121076
39200,0.3010748546426502
39250,0.2956353619105177
39300,0.2931903438149918
39350,0.29177867662424223
39400,0.29188134279303013
39450,0.2895152256533786
39500,0.2884661143707097
39550,0.29030790865217415
39600,0.2964052132195654
39650,0.3002377025585871
39700,0.30229986743065773
39750,0.30568787405912484
39800,0.3062132303561686
39850,0.30865316883836014
39900,0.3125270103964421
39950,0.31410075987661995
40000,0.314137221882789
40050,0.31329226078864947
40100,0.31166259774921695
40150,0.3095353178617561
40200,0.35822935196866823
40250,0.3698934343702348
40300,0.36363491265172304
40350,0.35978731701913685
40400,0.35505300116818
40450,0.35459475110977096
40500,0.35700156355428236
40550,0.35591398537656826
40600,0.35437628610773986
40650,0.35432087180235283
40700,0.34949342821223517
40750,0.34604920680162343
40800,0.3442774964615422
40850,0.3465308216384651
40900,0.3427898805565418
40950,0.3409803365287147
41000,0.337528119702279
41050,0.333263863717165
41100,0.32879502053130677
41150,0.3221875695047414
41200,0.3180037910295043
41250,0.3107614014780291
41300,0.3041959814041277
41350,0.29996468233392126
41400,0.2957650982172252
41450,0.29104959330636393
41500,0.2867205136410457
41550,0.28687683795899344
41600,0.28461414606104374
41650,0.28707883875799156
41700,0.28814544682009197
41750,0.2891341244790874
41800,0.290085268255133
41850,0.29033345484237627
41900,0.29437188210025744
41950,0.29414228799524456
42000,0.2911302235954823
42050,0.29185966241570815
42100,0.28948022929492273
42150,0.2858771678301766
42200,0.2834319594386678
42250,0.27871296146673435
42300,0.2733297133933976
42350,0.26732942772372775
42400,0.26691180633754136
42450,0.26693936602066426
42500,0.26681244771963103
42550,0.2657644753336495
42600,0.265655151566967
42650,0.26686809398861866
42700,0.2711285892891877
42750,0.2737479598247283
42800,0.27712646183349193
42850,0.2820900387418173
42900,0.2817728868047264
42950,0.2863878924644901
43000,0.28857414784126556
43050,0.29131694044920226
43100,0.29114334342674214
43150,0.31238292625540504
43200,0.31584542994263476
43250,0.320092208445503
43300,0.32061014802322785
43350,0.31987389062206645
43400,0.31351359609096313
43450,0.31097381628641496
43500,0.3103644754720942
43550,0.31229000169848947
43600,0.31454565161356496
43650,0.3160861690328867
43700,0.31918256058124234
43750,0.3246244825521802
43800,0.33186915842457115
43850,0.3380970505033426
43900,0.35002209797817546
43950,0.3679406430792667
44000,0.3840865109253033
44050,0.39527593537903816
44100,0.40769863861008626
44150,0.4181458066795819
44200,0.4228127163456028
44250,0.41847218052832263
44300,0.4148906715019065
44350,0.4103603879268111
44400,0.40245351853047057
44450,0.390652192603947
44500,0.37913023297374965
44550,0.37014907132506214
44600,0.362366617758809
44650,0.35515083687086857
44700,0.35355929502732514
44750,0.35001193027595884
44800,0.34897453376216087
44850,0.3488749570740528
44900,0.3463452092203501
44950,0.3437309987593326
45000,0.34513879882136594
45050,0.35899830888029766
45100,0.36483514343628276
45150,0.3741673862644686
45200,0.37765381695124517
45250,0.3804032261036829
45300,0.3804801647984987
45350,0.37264435655857375
45400,0.3646734887306451
45450,0.3560545142941128
45500,0.3475865885794071
45550,0.3378027591504367
45600,0.3292414211929149
45650,0.3220269001332691
45700,0.31821580512660563
45750,0.31421211487027534
45800,0.30993715912676156
45850,0.3083651011704235
45900,0.3065314461119023
45950,0.30563582380630716
46000,0.3124005326159918
46050,0.31295935598519226
46100,0.3183567881859326
46150,0.32157284877663594
46200,0.3230026563378041
46250,0.3227572235209139
46300,0.3221924623448682
46350,0.3228377892276248
46400,0.3262243497662436
46450,0.32541088227793136
46500,0.3210539881640348
46550,0.31628758875583307
46600,0.3082774093180414
46650,0.3020394388521393
46700,0.2984584669095323
46750,0.2945638435640557
46800,0.29333105138585286
46850,0.2932952488165602
46900,0.2931412363757322
46950,0.2913319745569456
47000,0.29060147582909834
47050,0.2904014020376434
47100,0.28878253193576126
47150,0.2873651053389732
47200,0.28902625007202454
47250,0.30081408756842326
47300,0.30172123319000205
47350,0.29891022153050195
47400,0.29783376045397686
47450,0.294867922431278
47500,0.28938542630971414
47550,0.2820745049942284
47600,0.279023779744517
47650,0.2759364407572911
47700,0.2732350187194265
47750,0.2729200677834552
47800,0.27304751439428243
47850,0.2717932886745683
47900,0.28676812424083986
47950,0.29795506802879784
48000,0.30999996462735796
48050,0.32049391639599006
48100,0.3298725705761905
48150,0.348054892047381
48200,0.3584282974450119
48250,0.3595984825727613
48300,0.3606625584441232
48350,0.356013180521917
48400,0.3510279214958211
48450,0.34547992542103007
48500,0.34100852914997853
48550,0.3335305526924796
48600,0.3263059250578556
48650,0.3185158288049628
48700,0.3127537373647147
48750,0.3080193004964789
48800,0.30207063547165497
48850,0.2976667536980722
48900,0.2921545660131686
48950,0.29026793771251014
49000,0.2885041908268846
49050,0.28789813128554037
49100,0.2914401747212633
49150,0.29303246598520016
49200,0.29308809268594016
49250,0.29403608805164316
49300,0.294994833649061
49350,0.2936333419666079
49400,0.2948647748682775
49450,0.29195108612486365
49500,0.2897136318186204
50,0.2943002002276894
100,0.2973807402163049
